Time Of Stop,Location,Belts,Personal Injury,Property Damage,Fatal,Commercial License,Commercial Vehicle,Alcohol,State,VehicleType,Make,Model,Color,Violation Type,Article,Contributed To Accident,Race,Gender,Driver City,Driver State,DL State,Arrest Type
7,WOODFIELD ROAD AND EAST VILLAGE AVE,No,No,No,No,No,No,Yes,MD,05 - Light Duty Truck,FORD,E250,GREEN,Citation,Transportation Article,No,WHITE,M,WESTMINSTER,MD,MD,S - License Plate Recognition
7,ENTRANCE TO SHADY GROVE METRO FROM ICC,No,No,No,No,No,No,No,MD,02 - Automobile,VOLVO,4S,WHITE,Citation,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,Q - Marked Laser
9,LAYHILL ROAD/LONGMEAD ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CRV,BLACK,Warning,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
9,LAYHILL ROAD/LONGMEAD ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,FOORD,SUV,WHITE,Warning,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
13,GEORGIA AVE/ SPARTAN,No,No,No,No,No,No,No,MD,02 - Automobile,KIA,2S,GRAY,Warning,Transportation Article,No,WHITE,F,BROOKEVILLE,MD,MD,A - Marked Patrol
13,E RANDOLPH/NEW HAMPSHIRE,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,TK,BLUE,Warning,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,LAYHILL ROAD/LONGMEAD ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,TK,GRAY,Warning,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
14,WB SHADY GROVE METRO EXIT @ 370,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,BLACK,F,GAITHERSBURG,MD,MD,Q - Marked Laser
8,14500 BLK TRAVILAH RD E/B,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,HY,SILVER,Citation,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser
0,NB ROCKVILLE PIKE AT POOKESHILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,SEDAN,SILVER,Citation,Transportation Article,No,HISPANIC,F,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol
8,W. DEER PARK RD @ SUMMIT HALL RD,No,No,No,No,No,No,No,MD,02 - Automobile,MITSUBISHI,MONTERO,MAROON,Citation,Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol
9,NB 22000 BLK OF NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4H,BLACK,Citation,Transportation Article,No,WHITE,F,LAUREL,MD,MD,Q - Marked Laser
11,E/B 2 BRIGHTON DAM RD (W.S.S.C REC AREA),No,No,No,No,No,No,No,MD,02 - Automobile,SCION,TC,SILVER,Citation,Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,Q - Marked Laser
10,MIDCOUNTY HGHWAY/HIDDEN FOREST DR N/B,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,GMC,SIERRA,BLACK,Citation,Transportation Article,No,OTHER,F,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser
11,VEIRS MILL RD EB LN3 @ GAIL DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,BLACK,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
16,SB 270/ 121,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ODYSSEY,MAROON,Citation,Transportation Article,No,BLACK,M,HAGERSTOWN,MD,MD,B - Unmarked Patrol
10,SB RT 29 RAMP ONTO FAIRLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,4S,WHITE,Citation,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
18,OLD GEORGETOWN RD @ TUCKERMAN LN,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TUNDRA,GRAY,Citation,Transportation Article,No,HISPANIC,M,MT RAINER,MD,MD,A - Marked Patrol
21,I 270 SB / SHADY GROVE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PICKUP,GRAY,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,WASHINTONIAN AND GRAND CORNER,No,No,No,No,Yes,No,No,MD,02 - Automobile,FORD,TAURUS,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,CLARKSBURG RD @ OVERLOOK PARK DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,E150,GREEN,Citation,Transportation Article,No,WHITE,M,MONROVIA,MD,MD,A - Marked Patrol
2,JONES BRIDGE RD @ CONNECTICUT AVE,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,FORD,F-250,WHITE,Citation,Transportation Article,No,WHITE,M,ANNAPOLIS,MD,MD,Q - Marked Laser
11,N/B 270 AT SHADY GROVE,No,No,No,No,No,No,No,PA,02 - Automobile,BMW,328XI 4DR,GRAY,Citation,Transportation Article,No,WHITE,M,CHARLEROI,PA,PA,A - Marked Patrol
21,FALLS RD / RIVER RD,No,No,No,No,No,No,No,VA,02 - Automobile,HYUN,SANTE FE SUV,SILVER,Citation,Transportation Article,No,ASIAN,M,ALEXANDRIA,VA,VA,A - Marked Patrol
4,I/270 @ ROCKLEDGE DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TSX,WHITE,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
17,WB 11400 BLK LOCKWOOD DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,BROWN,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
20,STEWARTOWN/TAVERNEY,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,IMPALA,RED,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
21,NEW HAMPSHIRE AVE/COLUMBIA PK,No,No,No,No,No,No,No,MD,02 - Automobile,VOLKSWAGON,PASSAT,"BLUE, LIGHT",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
7,OAKMONT AVE/ ZIGGY LANE,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,T100,BLACK,Warning,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
22,13813 BETHPAGE LN.,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,2D,BLACK,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,SHADY GROVE/ OAKMONT,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,TAN,Warning,Transportation Article,No,ASIAN,M,POTOMAC,MD,MD,A - Marked Patrol
10,SHADY GROVE/ OAKMONT,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,TAN,Warning,Transportation Article,No,ASIAN,M,POTOMAC,MD,MD,A - Marked Patrol
18,N/B CONNECTICUT AVE @ GEORGIA AVE,No,No,No,No,Yes,No,No,MD,02 - Automobile,TOYOTA,TACOMA,SILVER,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
8,UNIVERSITY BLVD @ LEXINGTON DR,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,4 RUNNER,GREEN,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
23,WAYNE AVE/FENTON ST,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVROLET,SUBURBAN,BRONZE,Citation,Transportation Article,No,BLACK,M,WEST HYATTSVILLE,MD,MD,A - Marked Patrol
23,CONNECTCUT AVE / WELLER RD,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,No,BLACK,M,MOUNT RAINIER,MD,MD,A - Marked Patrol
14,VEIRS MILL RD @ GRIDLEY RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
10,RANDOLPH RD AND GLEN ALLAN RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TANDRA,"BLUE, DARK",Citation,Transportation Article,No,ASIAN,M,SILVER SPRING,MD,MD,A - Marked Patrol
2,RIDGE RD. AT HENDERSON CORNER RD.,No,No,No,No,No,No,No,MD,02 - Automobile,HYUN,4S,SILVER,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
17,RT 355 @ WATKINS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,4S,WHITE,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,CA,A - Marked Patrol
0,SENECA MEADOWS PKWY @ GERMANTOWN RD,No,No,No,No,No,No,No,MD,02 - Automobile,PONTIAC,G6,SILVER,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
8,PLYERS MILL RD @ DRUMM AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,LEXUS,TRK,GRAY,Citation,Transportation Article,No,WHITE,F,KENSINGTON,MD,MD,Q - Marked Laser
0,2 PRESERVE PKWY,No,No,No,No,No,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,O - Foot Patrol
21,GEORGIA AVE/OLNEY SANDY SPRING RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHRYSTLER,SEDAN,GRAY,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
5,SB 29 AT STEWART,No,No,No,No,No,No,No,MD,01 - Motorcycle,DODG,STRATUS,BLUE,Citation,Transportation Article,No,BLACK,F,TAKOMA PARK,MD,MD,A - Marked Patrol
7,POOKS HILL RD AT LINDEN AV,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,SILVER,Citation,Transportation Article,No,WHITE,M,BETHESDA,MD,MD,A - Marked Patrol
21,NB COLUMBIA PIKE/RAMP TO 198,No,No,No,No,No,No,No,MD,02 - Automobile,VOLK,JETTA,"BLUE, LIGHT",Citation,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
3,11409 LOCKWOOD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,270 @ 495 SB,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,RAV4,BLUE,Citation,Transportation Article,No,OTHER,M,SILVER SPRING,MD,MD,S - License Plate Recognition
19,4400 EAST WEST HWY,No,No,No,No,No,No,No,GA,02 - Automobile,SUZUKI,FORENZA,SILVER,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,EB UNIVERSITY BLVD E @ SEEK LA,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,YARIS,GRAY,Citation,Transportation Article,No,WHITE,F,HYATTSVILLE,MD,MD,A - Marked Patrol
1,NORBECK RD @ 1ST ST,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,SILVER,Citation,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,NEW HAMPSHIRE / VALLEYBROOK,Yes,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,GMC,TK,WHITE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
13,E/B VEIRS MILL RD AT FIRST ST,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLACK,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
3,UNIVERSITY BLVD W / ORANGE DR,No,No,No,No,No,No,No,DC,02 - Automobile,NISSAN,SENTRA,BLUE,Citation,Transportation Article,No,HISPANIC,F,WASHINGTON,DC,DC,A - Marked Patrol
1,NORFOLK AVE AT FAIRMONT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLUE,Citation,Transportation Article,No,OTHER,F,POTOMAC,MD,MD,B - Unmarked Patrol
20,GEORGIA AVE/ARCOLA AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,RAV4,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
6,370/ICC,No,No,No,No,No,No,No,MD,02 - Automobile,SUBURA,OUTBACK,WHITE,Citation,Transportation Article,No,WHITE,F,UNION BRIDGE,MD,MD,A - Marked Patrol
7,CRYSTAL ROCK DR @ WATERS LANDING DRIVE,No,No,No,No,No,No,No,TX,02 - Automobile,LINC,LG,BEIGE,Citation,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary)
10,GERMANTOWN RD @ CROWNSGATE WAY,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,ACURA,SUV,BLACK,Citation,Transportation Article,No,WHITE,F,GERMANTOWN,MD,MD,Q - Marked Laser
7,MIDDLEBROOK RD AT SB RT 270 RAMP,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,4S,BEIGE,Citation,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,B - Unmarked Patrol
7,WOODFIELD ROAD AND EAST VILLAGE AVE,No,No,No,No,No,No,Yes,MD,05 - Light Duty Truck,FORD,E250,GREEN,Citation,Transportation Article,No,WHITE,M,WESTMINSTER,MD,MD,S - License Plate Recognition
13,E/B I370 AT I270,No,No,No,No,Yes,No,No,MD,02 - Automobile,DODG,VN,WHITE,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol
14,WB SHADY GROVE METRO EXIT @ 370,No,No,No,No,Yes,No,No,MD,05 - Light Duty Truck,FORD,PICK UP,WHITE,Citation,Transportation Article,No,WHITE,F,DERWOOD,MD,MD,Q - Marked Laser
9,14500 BLK TRAVILAH RD E/B,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOT,SUV,WHITE,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,Q - Marked Laser
8,W. DEER PARK RD @ SUMMIT HALL RD,No,No,No,No,No,No,No,MD,02 - Automobile,MITSUBISHI,MONTERO,MAROON,Citation,Transportation Article,No,BLACK,F,ROCKVILLE,MD,MD,A - Marked Patrol
9,NB 22000 BLK OF NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,02 - Automobile,VOLV,4D,BLACK,Citation,Transportation Article,No,WHITE,F,BROOKEVILLE,MD,MD,Q - Marked Laser
11,E/B 2 BRIGHTON DAM RD (W.S.S.C REC AREA),No,No,No,No,No,No,No,MD,02 - Automobile,SCION,TC,SILVER,Citation,Transportation Article,No,HISPANIC,M,BROOKEVILLE,MD,MD,Q - Marked Laser
14,WOODFIELD RD/FLOWER HILL RD S/B,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,FOCUS,BLACK,Citation,Transportation Article,No,BLACK,F,MONTGOMERY VILLAGE,MD,MD,Q - Marked Laser
11,VEIRS MILL RD EB LN3 @ GAIL DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,BLACK,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
17,MUDDY BRANCH ROAD/ ROUTE 28,No,No,No,No,No,No,No,VA,02 - Automobile,TOYOTA,YARIS,GRAY,Citation,Transportation Article,No,WHITE,M,VIENNA,VA,VA,B - Unmarked Patrol
23,GEORGIA AVENUE @ SEMINARY ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,AVALON,GRAY,Citation,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,SB RT 29 RAMP ONTO FAIRLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,NISS,4S,WHITE,Citation,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
18,OLD GEORGETOWN RD @ TUCKERMAN LN,No,Yes,No,No,No,No,No,MD,02 - Automobile,TOYOTA,TUNDRA,GRAY,Citation,Transportation Article,No,HISPANIC,M,MT RAINER,MD,MD,A - Marked Patrol
21,I 270 SB / SHADY GROVE RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,PICKUP,GRAY,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
0,WASHINTONIAN AND GRAND CORNER,No,No,No,No,Yes,No,No,MD,02 - Automobile,FORD,TAURUS,BLACK,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
8,CLARKSBURG RD @ OVERLOOK PARK DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,E150,GREEN,Citation,Transportation Article,No,WHITE,M,MONROVIA,MD,MD,A - Marked Patrol
2,JONES BRIDGE RD @ CONNECTICUT AVE,No,No,Yes,No,No,No,No,MD,05 - Light Duty Truck,FORD,F-250,WHITE,Citation,Transportation Article,No,WHITE,M,ANNAPOLIS,MD,MD,Q - Marked Laser
11,N/B 270 AT SHADY GROVE,No,No,No,No,No,No,No,PA,02 - Automobile,BMW,328XI 4DR,GRAY,Citation,Transportation Article,No,WHITE,M,CHARLEROI,PA,PA,A - Marked Patrol
4,I/270 @ ROCKLEDGE DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,TSX,WHITE,Citation,Transportation Article,No,BLACK,M,GERMANTOWN,MD,MD,A - Marked Patrol
17,WB 11400 BLK LOCKWOOD DR,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,MUSTANG,BROWN,Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
20,STEWARTOWN/TAVERNEY,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,IMPALA,RED,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
21,NEW HAMPSHIRE AVE/COLUMBIA PK,No,No,No,No,No,No,No,MD,02 - Automobile,VOLKSWAGON,PASSAT,"BLUE, LIGHT",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,A - Marked Patrol
22,13813 BETHPAGE LN.,No,No,Yes,No,No,No,No,MD,02 - Automobile,HOND,2D,BLACK,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
18,N/B CONNECTICUT AVE @ GEORGIA AVE,No,No,No,No,Yes,No,No,MD,02 - Automobile,TOYOTA,TACOMA,SILVER,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
11,EASTERN AVE @ BLAIR MILL RD,No,No,No,No,Yes,No,No,MD,02 - Automobile,GMC,TRUCK,WHITE,Citation,Transportation Article,No,HISPANIC,M,BELTSVILLE,MD,MD,A - Marked Patrol
23,WAYNE AVE/FENTON ST,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVROLET,SUBURBAN,BRONZE,Citation,Transportation Article,No,BLACK,M,WEST HYATTSVILLE,MD,MD,A - Marked Patrol
23,CONNECTCUT AVE / WELLER RD,No,No,No,No,No,No,No,DC,02 - Automobile,TOYOTA,CAMRY,WHITE,Citation,Transportation Article,No,BLACK,M,MOUNT RAINIER,MD,MD,A - Marked Patrol
14,VEIRS MILL RD @ GRIDLEY RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,BLACK,Citation,Transportation Article,No,WHITE,F,ROCKVILLE,MD,MD,A - Marked Patrol
12,NEW HAMPSHIRE AVE AND WOLF DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,SAAB,95,SILVER,Citation,Transportation Article,No,WHITE,M,SILVER SPRING,MD,MD,A - Marked Patrol
2,RIDGE RD. AT HENDERSON CORNER RD.,No,No,No,No,No,No,No,MD,02 - Automobile,HYUN,4S,SILVER,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
17,RT 355 @ WATKINS MILL RD,No,No,No,No,No,No,No,MD,02 - Automobile,FORD,4S,WHITE,Citation,Transportation Article,No,BLACK,F,GERMANTOWN,MD,CA,A - Marked Patrol
0,NB FREDERICK RD @ COLLINS DR,No,No,No,No,No,No,No,MD,02 - Automobile,CHEVORLET,SILVERADO,BLACK,Citation,Transportation Article,No,WHITE,M,CLARKSBURG,MD,MD,A - Marked Patrol
9,CONNECTICUT AVE @ EVERETT ST,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYT,4RUNNER,BLACK,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,Q - Marked Laser
0,2 PRESERVE PKWY,No,No,No,No,No,No,No,XX,29 - Unknown,NONE,NONE,N/A,Citation,Transportation Article,No,OTHER,F,BRINKLOW,MD,MD,O - Foot Patrol
21,GEORGIA AVE/OLNEY SANDY SPRING RD,No,No,No,No,No,No,No,MD,02 - Automobile,CHRYSTLER,SEDAN,GRAY,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
5,SB 29 AT STEWART,No,No,No,No,No,No,No,MD,01 - Motorcycle,DODG,STRATUS,BLUE,Citation,Transportation Article,No,BLACK,F,TAKOMA PARK,MD,MD,A - Marked Patrol
8,POOKS HILL RD AT LINDEN AV,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEV,TK,WHITE,Citation,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
17,SB COLUMBA PIKE/CHERRY HILL ROAD,No,No,No,No,No,No,No,MD,03 - Station Wagon,CHEVY,MALIBU,TAN,Citation,Transportation Article,No,NATIVE AMERICAN,M,ROCKVILLE,MD,MD,A - Marked Patrol
3,11409 LOCKWOOD DRIVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,CIVIC,RED,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
15,270 @ OLD GEORGETOWN RD N/B,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,BLAZER,"BLUE, DARK",Citation,Transportation Article,No,BLACK,M,SILVER SPRING,MD,MD,S - License Plate Recognition
19,4400 EAST WEST HWY,No,No,No,No,No,No,No,GA,02 - Automobile,SUZUKI,FORENZA,SILVER,Citation,Transportation Article,No,WHITE,F,SILVER SPRING,MD,MD,A - Marked Patrol
23,EB UNIVERSITY BLVD E @ SEEK LA,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,YARIS,GRAY,Citation,Transportation Article,No,WHITE,F,HYATTSVILLE,MD,MD,A - Marked Patrol
1,NORBECK RD @ 1ST ST,No,No,No,No,No,No,No,MD,02 - Automobile,TOYOTA,COROLLA,SILVER,Citation,Transportation Article,No,HISPANIC,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,NEW HAMPSHIRE / VALLEYBROOK,Yes,No,No,No,No,No,No,MD,06 - Heavy Duty Truck,GMC,TK,WHITE,Citation,Transportation Article,No,HISPANIC,M,HYATTSVILLE,MD,MD,A - Marked Patrol
14,N/B 355 AT REDLAND BLVD,No,No,No,No,No,No,No,MA,02 - Automobile,TOYOTA,CAMRY,BLACK,Citation,Transportation Article,No,WHITE,M,NORTHBOROUGH,MA,MA,A - Marked Patrol
3,UNIVERSITY BLVD W / ORANGE DR,No,No,No,No,No,No,No,DC,02 - Automobile,NISSAN,SENTRA,BLUE,Citation,Transportation Article,No,HISPANIC,F,WASHINGTON,DC,DC,A - Marked Patrol
1,NORFOLK AVE AT FAIRMONT AVE,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,ACCORD,BLUE,Citation,Transportation Article,No,OTHER,F,POTOMAC,MD,MD,B - Unmarked Patrol
20,GEORGIA AVE/ARCOLA AVE,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYOTA,RAV4,SILVER,Citation,Transportation Article,No,HISPANIC,M,SILVER SPRING,MD,MD,A - Marked Patrol
14,370/ICC,No,No,No,No,No,No,No,MD,02 - Automobile,CHEV,COBALT,RED,Citation,Transportation Article,No,WHITE,F,OLNEY,MD,MD,A - Marked Patrol
7,CRYSTAL ROCK DR @ WATERS LANDING DRIVE,No,No,No,No,No,No,No,TX,02 - Automobile,LINC,LG,BEIGE,Citation,Transportation Article,No,HISPANIC,M,GERMANTOWN,MD,MD,G - Marked Moving Radar (Stationary)
10,CENTURY BLVD @ PINNACLE DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,TOYT,4 RUNNER,SILVER,Citation,Transportation Article,No,WHITE,M,GAITHERSBURG,MD,MD,A - Marked Patrol
10,RT 118 NB AT CLOPPER RD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYO,CAMRY,WHITE,Citation,Transportation Article,No,WHITE,M,MONTGOMERY VILLAGE,MD,MD,B - Unmarked Patrol
7,WOODFIELD ROAD AND EAST VILLAGE AVE,No,No,No,No,No,No,Yes,MD,05 - Light Duty Truck,FORD,E250,GREEN,Citation,Transportation Article,No,WHITE,M,WESTMINSTER,MD,MD,S - License Plate Recognition
13,E/B I370 AT I270,No,No,No,No,Yes,No,No,MD,02 - Automobile,DODG,VN,WHITE,Citation,Transportation Article,No,WHITE,M,NORTH POTOMAC,MD,MD,A - Marked Patrol
14,WB SHADY GROVE METRO EXIT @ 370,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,4S,BLUE,Citation,Transportation Article,No,BLACK,M,JAMAICA,NY,NY,Q - Marked Laser
9,14500 BLK TRAVILAH RD E/B,No,No,No,No,No,No,No,MD,03 - Station Wagon,MAZDA,SUV,SILVER,Citation,Transportation Article,No,WHITE,M,ROCKVILLE,MD,MD,Q - Marked Laser
8,W. DEER PARK RD @ SUMMIT HALL RD,No,No,No,No,No,No,No,MD,02 - Automobile,ACURA,4S,BLACK,Citation,Transportation Article,No,HISPANIC,M,GAITHERSBURG,MD,MD,A - Marked Patrol
9,NB 22000 BLK OF NEW HAMPSHIRE AVE,No,No,No,No,No,No,No,MD,03 - Station Wagon,VOLV,SW,BLUE,Citation,Transportation Article,No,WHITE,F,ELDERSBURG,MD,MD,Q - Marked Laser
11,W/B #2 BRIGHTON DAM RD (WSSC REC AREA),No,No,No,No,No,No,No,MD,02 - Automobile,BMW,X5,WHITE,Citation,Transportation Article,No,ASIAN,F,BROOKEVILLE,MD,MD,Q - Marked Laser
11,VEIRS MILL RD EB LN3 @ GAIL DR,No,No,No,No,No,No,No,MD,05 - Light Duty Truck,CHEVY,SILVERADO,BLACK,Citation,Transportation Article,No,BLACK,M,GAITHERSBURG,MD,MD,A - Marked Patrol
17,MUDDY BRANCH ROAD/ ROUTE 28,No,No,No,No,No,No,No,VA,02 - Automobile,TOYOTA,YARIS,GRAY,Citation,Transportation Article,No,WHITE,M,VIENNA,VA,VA,B - Unmarked Patrol
23,GEORGIA AVENUE @ SEMINARY ROAD,No,No,No,No,No,No,No,MD,02 - Automobile,TOYT,AVALON,GRAY,Citation,Transportation Article,No,BLACK,F,SILVER SPRING,MD,MD,A - Marked Patrol
10,SB RT 29 / FAIRLAND RD,No,No,No,No,No,No,No,MD,02 - Automobile,HONDA,TK,BLACK,Citation,Transportation Article,No,BLACK,F,BALTIMORE,MD,MD,A - Marked Patrol
